	meth pos	observed CpG	expected CpG	CpG bias	meth density	median meth %
SpisGene20362	74	59	123.47	0.4778	62.71	24.79
SpisGene20363	34	46	124.53	0.3694	36.96	29.9
SpisGene20364	66	63	138.22	0.4558	52.38	41.15
SpisGene20365	11	26	46.48	0.5594	21.15	14.29
SpisGene20366	21	96	125.05	0.7677	10.94	82.61
SpisGene20367	9	20	62.71	0.3189	22.5	91.67
SpisGene20368	0	70	77.58	0.9023	0	0
SpisGene20369	0	35	49.46	0.7076	0	0
SpisGene20370	3	123	118.53	1.0377	1.22	5.26
SpisGene20371	0	70	70.95	0.9866	0	0
SpisGene20372	15	401	429.64	0.9333	1.87	12.74
SpisGene20373	13	435	485.72	0.8956	1.49	17.86
SpisGene20374	0	245	268.0	0.9142	0	0
SpisGene20375	0	339	375.84	0.902	0	0
SpisGene20376	64	320	504.72	0.634	10.0	85.36
SpisGene20377	59	172	246.27	0.6984	17.15	91.67
SpisGene20378	32	49	108.44	0.4519	32.65	63.33
SpisGene20379	30	50	144.43	0.3462	30.0	64.91
SpisGene20380	2	404	465.82	0.8673	0.25	9.58
SpisGene20381	115	118	152.23	0.7751	48.73	43.75
SpisGene20382	0	99	92.57	1.0695	0	0
SpisGene20383	0	74	100.45	0.7367	0	0
SpisGene20384	0	52	73.32	0.7092	0	0
SpisGene20385	10	410	612.79	0.6691	1.22	14.07
SpisGene20386	18	24	40.44	0.5935	37.5	73.03
SpisGene20387	0	9	8.38	1.074	0	0
SpisGene20388	15	111	162.92	0.6813	6.76	89.47
SpisGene20389	158	121	319.7	0.3785	65.29	76.1
SpisGene20390	60	92	131.0	0.7023	32.61	71.28
SpisGene20391	0	81	94.44	0.8577	0	0
SpisGene20392	729	1368	2440.93	0.5604	26.64	86.67
SpisGene20393	107	92	198.77	0.4628	58.15	84.62
SpisGene20394	0	66	189.75	0.3478	0	0
SpisGene20395	62	68	160.75	0.423	45.59	92.31
SpisGene20396	11	79	96.6	0.8178	6.96	33.33
SpisGene20397	99	77	268.22	0.2871	64.29	87.5
SpisGene20398	7	174	211.08	0.8243	2.01	6.25
SpisGene20399	38	331	373.76	0.8856	5.74	7.01
SpisGene20400	26	116	143.13	0.8105	11.21	7.74
SpisGene20401	0	111	147.96	0.7502	0	0
SpisGene20402	16	316	313.36	1.0084	2.53	32.29
SpisGene20403	83	71	123.33	0.5757	58.45	86.67
SpisGene20404	0	244	231.68	1.0532	0	0
SpisGene20405	40	49	153.5	0.3192	40.82	91.99
SpisGene20406	20	60	109.48	0.548	16.67	43.27
SpisGene20407	109	868	1199.6	0.7236	6.28	84.62
SpisGene20408	75	141	283.06	0.4981	26.6	68.75
SpisGene20409	53	229	367.46	0.6232	11.57	86.67
SpisGene20410	3	116	62.16	1.8662	1.29	13.64
SpisGene20411	0	141	158.87	0.8875	0	0
SpisGene20412	38	1149	1396.5	0.8228	1.65	11.94
SpisGene20413	0	293	311.25	0.9414	0	0
SpisGene20414	0	155	188.98	0.8202	0	0
SpisGene20415	0	584	716.38	0.8152	0	0
SpisGene20416	111	387	572.75	0.6757	14.34	82.35
SpisGene20417	259	205	344.67	0.5948	63.17	46.88
SpisGene20418	0	39	53.02	0.7356	0	0
SpisGene20419	20	123	207.94	0.5915	8.13	20.87
SpisGene20420	0	38	40.23	0.9446	0	0
SpisGene20421	0	107	136.96	0.7812	0	0
SpisGene20422	0	422	419.4	1.0062	0	0
SpisGene20423	0	86	122.57	0.7016	0	0
SpisGene20424	0	94	119.3	0.7879	0	0
SpisGene20425	67	64	71.05	0.9008	52.34	10.27
SpisGene20426	136	426	435.79	0.9775	15.96	9.06
SpisGene20427	0	636	646.84	0.9832	0	0
SpisGene20428	0	76	53.97	1.4082	0	0
SpisGene20429	0	405	391.42	1.0347	0	0
SpisGene20430	0	104	170.73	0.6091	0	0
SpisGene20431	0	355	454.24	0.7815	0	0
SpisGene20432	0	78	79.37	0.9827	0	0
SpisGene20433	0	44	59.82	0.7355	0	0
SpisGene20434	0	30	24.87	1.2063	0	0
SpisGene20435	0	16	50.08	0.3195	0	0
SpisGene20436	33	166	130.34	1.2736	9.94	14.47
SpisGene20437	0	27	50.48	0.5349	0	0
SpisGene20438	0	287	328.73	0.8731	0	0
SpisGene20439	0	293	311.26	0.9413	0	0
SpisGene20440	0	479	594.26	0.806	0	0
SpisGene20441	10	87	167.38	0.5198	5.75	14.2
SpisGene20442	0	51	63.47	0.8035	0	0
SpisGene20443	4	121	117.26	1.0319	1.65	11.36
SpisGene20444	0	47	72.75	0.646	0	0
SpisGene20445	0	6	42.82	0.1401	0	0
SpisGene20446	285	233	293.12	0.7949	61.16	18.75
SpisGene20447	91	69	56.95	1.2116	65.94	18.37
SpisGene20448	0	58	43.93	1.3203	0	0
SpisGene20449	0	185	199.62	0.9268	0	0
SpisGene20450	0	63	80.0	0.7875	0	0
SpisGene20451	0	139	196.41	0.7077	0	0
SpisGene20452	3	195	226.79	0.8598	0.77	21.43
SpisGene20453	42	166	206.72	0.803	12.65	15.75
SpisGene20454	0	37	78.37	0.4721	0	0
SpisGene20455	0	236	315.27	0.7486	0	0
SpisGene20456	32	405	487.56	0.8307	3.95	87.63
SpisGene20457	136	100	148.25	0.6745	68.0	78.57
SpisGene20458	30	35	99.44	0.352	42.86	89.18
SpisGene20459	74	63	114.36	0.5509	58.73	63.16
SpisGene20460	0	398	430.67	0.9241	0	0
SpisGene20461	53	557	483.58	1.1518	4.76	10.45
SpisGene20462	0	27	52.7	0.5123	0	0
SpisGene20463	0	59	77.91	0.7573	0	0
SpisGene20464	6	55	97.79	0.5624	5.45	12.21
SpisGene20465	4	286	332.85	0.8592	0.7	4.3
SpisGene20466	0	99	112.49	0.8801	0	0
SpisGene20467	0	26	45.0	0.5778	0	0
SpisGene20468	0	26	56.37	0.4612	0	0
SpisGene20469	0	19	68.25	0.2784	0	0
SpisGene20470	1	48	99.54	0.4822	1.04	14.29
SpisGene20471	16	127	181.11	0.7012	6.3	15.89
SpisGene20472	2	56	98.1	0.5708	1.79	13.76
SpisGene20473	0	168	287.53	0.5843	0	0
SpisGene20474	0	18	15.69	1.1472	0	0
SpisGene20475	43	155	154.41	1.0038	13.87	65.0
SpisGene20476	0	261	322.62	0.809	0	0
SpisGene20477	74	596	647.36	0.9207	6.21	60.42
SpisGene20478	10	24	48.56	0.4942	20.83	66.67
SpisGene20479	0	304	195.61	1.5541	0	0
SpisGene20480	53	195	327.38	0.5956	13.59	65.0
SpisGene20481	159	141	356.96	0.395	56.38	88.89
SpisGene20482	0	42	39.15	1.0728	0	0
SpisGene20483	197	258	339.29	0.7604	38.18	76.47
SpisGene20484	0	328	364.66	0.8995	0	0
SpisGene20485	0	51	32.3	1.5789	0	0
SpisGene20486	3	421	383.32	1.0983	0.36	16.67
SpisGene20487	10	417	429.51	0.9709	1.2	7.14
SpisGene20488	64	330	583.23	0.5658	9.7	32.29
SpisGene20489	0	81	52.89	1.5315	0	0
SpisGene20490	66	1095	1485.57	0.7371	3.01	8.82
SpisGene20491	30	281	515.21	0.5454	5.34	15.18
SpisGene20492	0	60	80.87	0.7419	0	0
SpisGene20493	0	63	65.31	0.9646	0	0
SpisGene20494	9	14	66.98	0.209	32.14	18.75
SpisGene20495	16	51	111.17	0.4588	15.69	27.7
SpisGene20496	0	45	64.18	0.7012	0	0
SpisGene20497	3	439	463.49	0.9472	0.34	8.57
SpisGene20498	0	64	72.64	0.8811	0	0
SpisGene20499	0	302	441.82	0.6835	0	0
SpisGene20500	0	154	183.67	0.8385	0	0
SpisGene20501	0	280	294.26	0.9515	0	0
SpisGene20502	0	192	205.07	0.9363	0	0
SpisGene20503	43	246	316.24	0.7779	8.74	81.25
SpisGene20504	0	162	157.96	1.0256	0	0
SpisGene20505	0	13	18.45	0.7046	0	0
SpisGene20506	58	235	354.97	0.662	12.34	87.5
SpisGene20507	34	48	94.48	0.508	35.42	56.67
SpisGene20508	42	68	97.38	0.6983	30.88	69.67
SpisGene20509	2	2	37.23	0.0537	50.0	87.34
SpisGene20510	8	24	54.22	0.4426	16.67	74.68
SpisGene20511	292	194	378.33	0.5128	75.26	70.71
SpisGene20512	141	101	224.82	0.4492	69.8	76.47
SpisGene20513	127	105	393.44	0.2669	60.48	90.91
SpisGene20514	0	17	20.63	0.824	0	0
SpisGene20515	0	108	148.09	0.7293	0	0
SpisGene20516	0	42	52.27	0.8035	0	0
SpisGene20517	0	109	111.13	0.9808	0	0
SpisGene20518	2	154	160.58	0.959	0.65	13.29
SpisGene20519	0	108	118.98	0.9077	0	0
SpisGene20520	0	13	28.96	0.4489	0	0
SpisGene20521	0	342	351.66	0.9725	0	0
SpisGene20522	49	143	98.91	1.4458	17.13	33.33
SpisGene20523	0	290	350.89	0.8265	0	0
SpisGene20524	58	47	144.85	0.3245	61.7	82.09
SpisGene20525	130	210	386.39	0.5435	30.95	82.35
SpisGene20526	134	423	568.76	0.7437	15.84	81.82
SpisGene20527	0	37	34.38	1.0762	0	0
SpisGene20528	99	259	428.68	0.6042	19.11	83.33
SpisGene20529	0	117	112.92	1.0361	0	0
SpisGene20530	0	120	153.43	0.7821	0	0
SpisGene20531	106	64	65.3	0.9801	82.81	12.82
SpisGene20532	96	502	596.56	0.8415	9.56	16.42
SpisGene20533	213	465	415.07	1.1203	22.9	33.33
SpisGene20534	588	479	648.52	0.7386	61.38	35.04
SpisGene20535	133	86	214.0	0.4019	77.33	46.67
SpisGene20536	0	134	160.46	0.8351	0	0
SpisGene20537	0	73	99.27	0.7354	0	0
SpisGene20538	0	55	54.71	1.0053	0	0
SpisGene20539	5	50	42.64	1.1726	5.0	20.69
SpisGene20540	0	140	145.97	0.9591	0	0
SpisGene20541	13	54	118.82	0.4545	12.04	48.39
SpisGene20542	0	100	103.67	0.9646	0	0
SpisGene20543	0	30	61.74	0.4859	0	0
SpisGene20544	11	25	88.22	0.2834	22.0	23.08
SpisGene20545	5	104	184.68	0.5631	2.4	57.14
SpisGene20546	0	47	62.62	0.7506	0	0
SpisGene20547	0	290	328.1	0.8839	0	0
SpisGene20548	4	137	170.9	0.8016	1.46	4.0
SpisGene20549	89	628	802.24	0.7828	7.09	84.62
SpisGene20550	289	935	1238.35	0.755	15.45	87.5
SpisGene20551	96	347	540.46	0.642	13.83	88.56
SpisGene20552	384	258	640.35	0.4029	74.42	88.89
SpisGene20553	64	55	173.66	0.3167	58.18	89.44
SpisGene20554	175	220	555.38	0.3961	39.77	42.11
SpisGene20555	1	94	71.27	1.3189	0.53	15.38
SpisGene20556	0	36	48.0	0.75	0	0
SpisGene20557	0	131	149.24	0.8778	0	0
SpisGene20558	0	108	210.79	0.5124	0	0
SpisGene20559	114	430	687.37	0.6256	13.26	50.0
SpisGene20560	30	115	247.9	0.4639	13.04	39.05
SpisGene20561	1	39	65.37	0.5966	1.28	3.57
SpisGene20562	15	38	55.01	0.6908	19.74	8.16
SpisGene20563	51	275	345.79	0.7953	9.27	12.99
SpisGene20564	0	180	180.67	0.9963	0	0
SpisGene20565	35	340	446.99	0.7606	5.15	6.41
SpisGene20566	0	38	40.93	0.9284	0	0
SpisGene20567	0	52	70.75	0.735	0	0
SpisGene20568	0	118	114.29	1.0325	0	0
SpisGene20569	5	633	703.77	0.8994	0.39	14.29
SpisGene20570	11	660	680.75	0.9695	0.83	9.26
SpisGene20571	14	70	142.38	0.4916	10.0	60.26
SpisGene20572	0	57	17.66	3.2276	0	0
SpisGene20573	0	343	497.37	0.6896	0	0
SpisGene20574	0	501	568.17	0.8818	0	0
SpisGene20575	0	154	196.33	0.7844	0	0
SpisGene20577	67	154	342.88	0.4491	21.75	33.33
SpisGene20578	0	129	270.74	0.4765	0	0
SpisGene20579	7	43	83.74	0.5135	8.14	11.76
SpisGene20580	205	234	309.3	0.7565	43.8	19.35
SpisGene20581	28	133	202.99	0.6552	10.53	8.88
SpisGene20582	0	223	137.94	1.6166	0	0
SpisGene20583	0	31	65.52	0.4731	0	0
SpisGene20584	0	248	268.44	0.9239	0	0
SpisGene20585	0	186	225.36	0.8253	0	0
SpisGene20586	0	144	245.89	0.5856	0	0
SpisGene20587	0	239	324.75	0.736	0	0
SpisGene20588	2	117	188.54	0.6206	0.85	24.33
SpisGene20589	0	286	452.78	0.6317	0	0
SpisGene20590	84	738	813.79	0.9069	5.69	76.46
SpisGene20591	12	239	273.9	0.8726	2.51	12.88
SpisGene20592	37	737	742.17	0.993	2.51	27.27
SpisGene20593	0	73	203.06	0.3595	0	0
SpisGene20594	13	415	450.65	0.9209	1.57	11.11
SpisGene20595	0	270	279.07	0.9675	0	0
SpisGene20596	235	278	495.2	0.5614	42.27	89.47
SpisGene20597	158	99	130.04	0.7613	79.8	81.82
SpisGene20598	0	99	73.53	1.3464	0	0
SpisGene20599	72	138	192.81	0.7157	26.09	83.33
SpisGene20600	0	67	90.03	0.7442	0	0
SpisGene20601	10	251	442.66	0.567	1.99	54.81
SpisGene20602	0	92	101.14	0.9096	0	0
SpisGene20603	0	60	114.64	0.5234	0	0
SpisGene20604	11	199	202.2	0.9842	2.76	6.45
SpisGene20605	0	69	70.69	0.9761	0	0
SpisGene20606	24	80	237.5	0.3368	15.0	20.0
SpisGene20607	0	104	144.32	0.7206	0	0
SpisGene20608	20	177	274.2	0.6455	5.65	13.46
SpisGene20609	86	358	601.38	0.5953	12.01	90.48
SpisGene20610	0	68	219.64	0.3096	0	0
SpisGene20611	0	138	142.47	0.9686	0	0
SpisGene20612	47	153	241.57	0.6334	15.36	83.33
SpisGene20613	13	89	156.71	0.5679	7.3	64.29
SpisGene20614	0	660	780.03	0.8461	0	0
SpisGene20615	85	640	952.67	0.6718	6.64	73.33
SpisGene20616	0	19	28.64	0.6634	0	0
SpisGene20617	542	816	1307.92	0.6239	33.21	53.33
SpisGene20618	38	73	158.22	0.4614	26.03	83.28
SpisGene20619	38	320	409.93	0.7806	5.94	71.29
SpisGene20620	54	536	632.53	0.8474	5.04	83.97
SpisGene20621	16	28	67.45	0.4151	28.57	26.6
SpisGene20622	0	54	62.37	0.8658	0	0
SpisGene20623	0	139	156.5	0.8882	0	0
SpisGene20624	0	27	15.57	1.7341	0	0
SpisGene20625	0	108	66.95	1.6131	0	0
SpisGene20626	20	111	123.49	0.8989	9.01	84.31
SpisGene20627	162	214	408.95	0.5233	37.85	90.24
SpisGene20628	76	198	253.16	0.7821	19.19	74.17
SpisGene20629	10	29	71.25	0.407	17.24	40.59
SpisGene20630	168	633	722.86	0.8757	13.27	29.15
SpisGene20631	0	861	815.57	1.0557	0	0
SpisGene20632	0	323	301.15	1.0726	0	0
SpisGene20633	8	408	479.78	0.8504	0.98	15.83
SpisGene20634	96	478	583.54	0.8191	10.04	92.31
SpisGene20635	17	80	105.21	0.7604	10.62	86.36
SpisGene20636	20	31	80.18	0.3866	32.26	70.83
SpisGene20637	93	423	506.49	0.8352	10.99	87.5
SpisGene20638	66	102	154.96	0.6582	32.35	92.82
SpisGene20639	32	198	172.16	1.1501	8.08	67.33
SpisGene20640	0	144	41.94	3.4335	0	0
SpisGene20641	130	170	324.35	0.5241	38.24	80.62
SpisGene20642	47	114	216.2	0.5273	20.61	84.62
SpisGene20643	54	30	163.29	0.1837	90.0	77.5
SpisGene20644	0	61	60.44	1.0093	0	0
SpisGene20645	0	57	82.09	0.6944	0	0
SpisGene20646	0	216	255.32	0.846	0	0
SpisGene20647	0	865	974.78	0.8874	0	0
SpisGene20648	0	115	125.57	0.9158	0	0
SpisGene20649	0	82	96.06	0.8536	0	0
SpisGene20650	0	107	133.97	0.7987	0	0
SpisGene20651	0	125	129.62	0.9644	0	0
SpisGene20652	0	261	289.46	0.9017	0	0
SpisGene20653	2	467	528.1	0.8843	0.21	2.82
SpisGene20654	0	217	226.6	0.9576	0	0
SpisGene20655	4	1700	1876.72	0.9058	0.12	18.8
SpisGene20656	0	152	174.05	0.8733	0	0
SpisGene20657	0	51	81.21	0.628	0	0
SpisGene20658	0	21	37.77	0.556	0	0
SpisGene20659	14	768	830.46	0.9248	0.91	11.44
SpisGene20660	0	191	204.58	0.9336	0	0
SpisGene20661	6	409	526.56	0.7767	0.73	24.08
SpisGene20662	0	73	112.65	0.648	0	0
SpisGene20663	0	233	286.02	0.8146	0	0
SpisGene20664	0	46	67.12	0.6853	0	0
SpisGene20665	0	88	124.72	0.7056	0	0
SpisGene20666	4	555	577.81	0.9605	0.36	5.59
SpisGene20667	0	38	52.87	0.7187	0	0
SpisGene20668	0	31	45.43	0.6824	0	0
SpisGene20669	0	106	109.08	0.9718	0	0
SpisGene20670	0	59	74.35	0.7935	0	0
SpisGene20671	0	40	42.75	0.9357	0	0
SpisGene20672	8	189	200.41	0.9431	2.12	57.92
SpisGene20673	0	611	607.82	1.0052	0	0
SpisGene20674	80	815	1102.2	0.7394	4.91	61.25
SpisGene20675	21	15	51.04	0.2939	70.0	20.69
SpisGene20676	0	124	193.48	0.6409	0	0
SpisGene20677	0	27	48.42	0.5576	0	0
SpisGene20678	50	260	438.83	0.5925	9.62	50.0
SpisGene20679	63	402	567.25	0.7087	7.84	37.5
SpisGene20680	0	93	105.49	0.8816	0	0
SpisGene20681	24	123	215.45	0.5709	9.76	66.67
SpisGene20682	50	244	416.21	0.5862	10.25	54.2
SpisGene20683	29	326	372.57	0.875	4.45	30.0
SpisGene20684	0	199	244.86	0.8127	0	0
SpisGene20685	147	194	355.22	0.5461	37.89	86.67
SpisGene20686	58	341	429.98	0.7931	8.5	62.13
SpisGene20687	0	82	92.36	0.8878	0	0
SpisGene20688	63	108	204.83	0.5273	29.17	85.71
SpisGene20689	1	103	103.06	0.9994	0.49	10.0
SpisGene20690	335	1290	2000.82	0.6447	12.98	64.71
SpisGene20691	0	12	36.83	0.3258	0	0
SpisGene20692	33	36	67.89	0.5303	45.83	71.43
SpisGene20693	53	89	107.49	0.828	29.78	40.0
SpisGene20694	2	7	43.29	0.1617	14.29	59.8
SpisGene20695	0	103	85.27	1.2079	0	0
SpisGene20696	8	383	573.87	0.6674	1.04	27.27
SpisGene20697	9	127	158.9	0.7992	3.54	21.05
SpisGene20698	0	39	137.43	0.2838	0	0
SpisGene20699	1	196	302.62	0.6477	0.26	8.0
SpisGene20700	22	32	77.27	0.4141	34.38	75.96
SpisGene20701	0	46	55.75	0.8251	0	0
SpisGene20702	0	10	13.87	0.721	0	0
SpisGene20703	0	32	38.52	0.8307	0	0
SpisGene20704	0	133	161.09	0.8256	0	0
SpisGene20705	0	58	49.78	1.1651	0	0
SpisGene20706	124	280	468.54	0.5976	22.14	88.56
SpisGene20707	7	197	193.31	1.0191	1.78	8.0
SpisGene20708	59	639	752.13	0.8496	4.62	86.67
SpisGene20709	93	349	586.74	0.5948	13.32	85.71
SpisGene20710	2	413	356.54	1.1584	0.24	25.83
SpisGene20711	0	151	188.86	0.7995	0	0
SpisGene20712	0	82	110.95	0.7391	0	0
SpisGene20713	82	85	238.57	0.3563	48.24	73.51
SpisGene20714	70	58	177.14	0.3274	60.34	86.52
SpisGene20715	0	301	386.86	0.7781	0	0
SpisGene20716	2	48	85.29	0.5628	2.08	9.55
SpisGene20717	41	69	101.62	0.679	29.71	33.33
SpisGene20718	15	8	18.63	0.4294	93.75	71.43
SpisGene20719	0	112	141.59	0.791	0	0
SpisGene20720	0	30	53.78	0.5578	0	0
SpisGene20721	28	491	477.96	1.0273	2.85	18.09
SpisGene20722	22	372	379.06	0.9814	2.96	41.05
SpisGene20723	0	110	141.08	0.7797	0	0
SpisGene20724	105	451	632.98	0.7125	11.64	83.33
SpisGene20725	0	215	246.29	0.873	0	0
SpisGene20726	40	30	71.78	0.4179	66.67	22.23
SpisGene20727	0	48	77.08	0.6227	0	0
SpisGene20728	29	87	108.23	0.8038	16.67	6.47
SpisGene20729	2	18	47.02	0.3828	5.56	13.04
SpisGene20730	0	47	52.13	0.9016	0	0
SpisGene20731	0	43	56.4	0.7624	0	0
SpisGene20732	0	63	79.8	0.7895	0	0
SpisGene20733	0	25	38.34	0.6521	0	0
SpisGene20734	11	155	210.46	0.7365	3.55	25.86
SpisGene20735	0	86	123.42	0.6968	0	0
SpisGene20736	0	59	67.63	0.8724	0	0
SpisGene20737	44	111	157.91	0.7029	19.82	8.03
SpisGene20738	0	59	92.14	0.6403	0	0
SpisGene20739	0	213	270.02	0.7888	0	0
SpisGene20740	0	119	158.09	0.7527	0	0
SpisGene20741	0	20	81.97	0.244	0	0
SpisGene20742	0	80	99.6	0.8032	0	0
SpisGene20743	0	64	93.61	0.6837	0	0
SpisGene20744	9	101	173.77	0.5812	4.46	21.74
SpisGene20745	0	291	355.77	0.8179	0	0
SpisGene20746	21	94	93.28	1.0077	11.17	6.22
SpisGene20747	1	172	233.92	0.7353	0.29	4.35
SpisGene20748	7	55	104.48	0.5264	6.36	25.25
SpisGene20749	0	28	54.73	0.5116	0	0
SpisGene20750	0	44	58.23	0.7556	0	0
SpisGene20751	0	63	84.23	0.748	0	0
SpisGene20752	2	464	575.92	0.8057	0.22	2.36
SpisGene20753	0	118	139.95	0.8432	0	0
SpisGene20754	0	13	50.66	0.2566	0	0
SpisGene20755	100	236	353.75	0.6671	21.19	26.12
SpisGene20756	0	429	395.37	1.0851	0	0
SpisGene20757	0	595	531.7	1.1191	0	0
SpisGene20758	61	1059	1272.68	0.8321	2.88	84.62
SpisGene20759	3	123	188.36	0.653	1.22	27.27
SpisGene20760	0	10	49.71	0.2012	0	0
SpisGene20761	0	39	34.4	1.1337	0	0
SpisGene20762	0	89	116.55	0.7636	0	0
SpisGene20763	1	363	416.21	0.8722	0.14	15.79
SpisGene20764	0	198	217.37	0.9109	0	0
SpisGene20765	6	64	85.1	0.7521	4.69	20.0
SpisGene20766	3	175	225.94	0.7745	0.86	13.51
SpisGene20767	48	347	394.8	0.8789	6.92	54.73
SpisGene20768	48	297	343.94	0.8635	8.08	23.7
SpisGene20769	2	739	864.75	0.8546	0.14	3.12
SpisGene20770	0	69	159.4	0.4329	0	0
SpisGene20771	0	15	56.67	0.2647	0	0
SpisGene20772	0	72	61.73	1.1664	0	0
SpisGene20773	2	246	394.82	0.6231	0.41	9.61
SpisGene20774	113	339	625.62	0.5419	16.67	81.25
SpisGene20775	0	70	83.73	0.836	0	0
SpisGene20776	197	340	519.2	0.6549	28.97	88.89
SpisGene20777	74	164	207.75	0.7894	22.56	83.77
SpisGene20778	0	190	188.58	1.0075	0	0
SpisGene20779	12	40	117.41	0.3407	15.0	4.81
SpisGene20780	0	111	196.46	0.565	0	0
SpisGene20781	1	294	279.98	1.0501	0.17	6.67
SpisGene20782	0	117	153.15	0.764	0	0
SpisGene20783	0	365	368.69	0.99	0	0
SpisGene20784	0	203	212.99	0.9531	0	0
SpisGene20785	0	311	331.87	0.9371	0	0
SpisGene20786	0	140	142.66	0.9814	0	0
SpisGene20787	0	140	138.32	1.0121	0	0
SpisGene20788	0	87	21.17	4.1096	0	0
SpisGene20789	0	174	159.98	1.0876	0	0
SpisGene20790	90	371	501.21	0.7402	12.13	89.18
SpisGene20791	2	213	297.72	0.7154	0.47	3.46
SpisGene20792	20	902	1071.25	0.842	1.11	8.6
SpisGene20793	0	302	385.63	0.7831	0	0
SpisGene20794	22	120	201.32	0.5961	9.17	87.08
SpisGene20795	0	132	180.28	0.7322	0	0
SpisGene20796	0	87	93.31	0.9324	0	0
SpisGene20797	0	47	53.19	0.8836	0	0
SpisGene20798	0	98	119.27	0.8217	0	0
SpisGene20799	0	17	42.78	0.3974	0	0
SpisGene20800	77	114	185.51	0.6145	33.77	21.88
SpisGene20801	0	123	141.6	0.8686	0	0
SpisGene20802	0	132	175.63	0.7516	0	0
SpisGene20803	96	323	282.99	1.1414	14.86	11.35
SpisGene20804	5	36	35.23	1.0219	6.94	30.0
SpisGene20805	0	419	607.99	0.6892	0	0
SpisGene20806	0	31	64.05	0.484	0	0
SpisGene20807	0	29	22.81	1.2714	0	0
SpisGene20808	0	466	421.77	1.1049	0	0
SpisGene20809	44	458	563.45	0.8128	4.8	17.65
SpisGene20810	0	33	46.89	0.7038	0	0
SpisGene20811	6	14	26.2	0.5344	21.43	32.76
SpisGene20812	1	257	406.07	0.6329	0.19	38.46
SpisGene20813	0	73	112.15	0.6509	0	0
SpisGene20814	0	71	78.32	0.9065	0	0
SpisGene20815	17	448	540.41	0.829	1.9	10.71
SpisGene20816	0	7	7.69	0.9103	0	0
SpisGene20817	0	92	111.16	0.8276	0	0
SpisGene20818	0	182	243.53	0.7473	0	0
SpisGene20819	104	69	215.91	0.3196	75.36	84.62
SpisGene20820	44	169	256.25	0.6595	13.02	83.97
SpisGene20821	0	136	158.79	0.8565	0	0
SpisGene20822	0	60	62.17	0.9651	0	0
SpisGene20823	0	253	284.82	0.8883	0	0
SpisGene20824	191	219	326.78	0.6702	43.61	85.71
SpisGene20825	0	78	84.07	0.9278	0	0
SpisGene20826	0	136	148.84	0.9137	0	0
SpisGene20827	2	469	493.13	0.9511	0.21	0.0
SpisGene20828	18	15	56.11	0.2673	60.0	61.68
SpisGene20829	0	202	269.03	0.7508	0	0
SpisGene20830	8	45	108.7	0.414	8.89	63.89
SpisGene20831	0	123	150.83	0.8155	0	0
SpisGene20832	0	135	184.37	0.7322	0	0
SpisGene20833	0	154	168.85	0.9121	0	0
SpisGene20834	0	134	140.69	0.9524	0	0
SpisGene20835	73	1194	1076.17	1.1095	3.06	80.0
SpisGene20836	0	103	141.57	0.7276	0	0
SpisGene20837	8	91	99.65	0.9132	4.4	3.8
SpisGene20838	0	18	18.46	0.9751	0	0
SpisGene20839	0	48	65.13	0.737	0	0
SpisGene20840	54	84	147.02	0.5714	32.14	35.76
SpisGene20841	0	77	92.4	0.8333	0	0
SpisGene20842	0	147	191.33	0.7683	0	0
SpisGene20843	82	120	329.74	0.3639	34.17	60.06
SpisGene20844	143	431	485.83	0.8871	16.59	87.5
SpisGene20845	1	277	370.38	0.7479	0.18	0.0
SpisGene20846	4	205	209.26	0.9796	0.98	18.33
SpisGene20847	229	1968	2411.52	0.8161	5.82	72.73
SpisGene20848	0	275	314.13	0.8754	0	0
SpisGene20849	0	288	327.52	0.8793	0	0
SpisGene20850	34	704	754.54	0.933	2.41	12.44
SpisGene20851	2	212	264.67	0.801	0.47	9.38
SpisGene20852	2	547	617.73	0.8855	0.18	8.12
SpisGene20853	59	159	248.53	0.6398	18.55	85.71
SpisGene20854	133	104	180.88	0.575	63.94	82.35
SpisGene20855	627	425	1629.81	0.2608	73.76	85.71
SpisGene20856	127	83	225.68	0.3678	76.51	82.35
SpisGene20857	14	104	93.88	1.1078	6.73	9.53
SpisGene20858	112	478	613.0	0.7798	11.72	34.7
SpisGene20859	0	146	88.05	1.6581	0	0
SpisGene20860	22	62	45.18	1.3723	17.74	7.87
SpisGene20861	0	91	98.55	0.9234	0	0
SpisGene20862	0	199	229.24	0.8681	0	0
SpisGene20863	0	42	46.02	0.9126	0	0
SpisGene20864	5	233	337.7	0.69	1.07	6.25
SpisGene20865	100	50	71.06	0.7036	100.0	29.32
SpisGene20866	90	49	102.58	0.4777	91.84	32.11
SpisGene20867	61	36	32.04	1.1236	84.72	11.32
SpisGene20868	316	700	822.41	0.8512	22.57	47.21
SpisGene20869	111	426	557.79	0.7637	13.03	84.62
SpisGene20870	0	324	312.69	1.0362	0	0
SpisGene20871	16	27	113.2	0.2385	29.63	82.56
SpisGene20872	75	66	171.52	0.3848	56.82	86.96
SpisGene20873	71	63	299.55	0.2103	56.35	86.96
SpisGene20874	43	40	156.35	0.2558	53.75	91.67
SpisGene20875	22	27	40.67	0.6639	40.74	93.1
SpisGene20876	210	244	510.63	0.4778	43.03	80.0
SpisGene20877	9	721	745.85	0.9667	0.62	13.04
SpisGene20878	55	97	183.37	0.529	28.35	71.43
SpisGene20879	22	39	89.39	0.4363	28.21	90.83
